change_type,entity_type,category,ticker,name,horizon_months,previous_rank,current_rank,rank_delta,previous_return,current_return,return_delta,previous_report_date,current_report_date,detail
category_performance,category,Advanced biofuels and SAF,,Advanced biofuels and SAF,12,5,5,0,0.257284601859,0.339870935088,0.0825863332289,2026-08-27,2026-09-03,Advanced biofuels and SAF moved from rank #5 to #5 among subcategories at 12 months; return +25.7% to +34.0%.
category_performance,category,Advanced biofuels and SAF,,Advanced biofuels and SAF,24,4,4,0,0.36243620279,0.463984515415,0.101548312625,2026-08-27,2026-09-03,Advanced biofuels and SAF moved from rank #4 to #4 among subcategories at 24 months; return +36.2% to +46.4%.
category_performance,category,Advanced biofuels and SAF,,Advanced biofuels and SAF,3,4,4,0,0.0976425438596,0.116335459385,0.0186929155258,2026-08-27,2026-09-03,Advanced biofuels and SAF moved from rank #4 to #4 among subcategories at 3 months; return +9.8% to +11.6%.
category_performance,category,"Crop inputs, equipment, and irrigation",,"Crop inputs, equipment, and irrigation",12,6,4,2,0.224195371176,0.400325158896,0.17612978772,2026-08-27,2026-09-03,"Crop inputs, equipment, and irrigation moved from rank #6 to #4 among subcategories at 12 months; return +22.4% to +40.0%."
category_performance,category,"Crop inputs, equipment, and irrigation",,"Crop inputs, equipment, and irrigation",24,3,3,0,0.565109700553,0.706674963849,0.141565263296,2026-08-27,2026-09-03,"Crop inputs, equipment, and irrigation moved from rank #3 to #3 among subcategories at 24 months; return +56.5% to +70.7%."
category_performance,category,"Crop inputs, equipment, and irrigation",,"Crop inputs, equipment, and irrigation",3,3,3,0,0.125740292379,0.167241373777,0.0415010813978,2026-08-27,2026-09-03,"Crop inputs, equipment, and irrigation moved from rank #3 to #3 among subcategories at 3 months; return +12.6% to +16.7%."
category_performance,category,"Fuel blending, refining, and retail",,"Fuel blending, refining, and retail",12,2,2,0,0.968010249987,1.04799419469,0.079983944707,2026-08-27,2026-09-03,"Fuel blending, refining, and retail moved from rank #2 to #2 among subcategories at 12 months; return +96.8% to +104.8%."
category_performance,category,"Fuel blending, refining, and retail",,"Fuel blending, refining, and retail",24,2,2,0,1.0713571019,1.16065926912,0.0893021672174,2026-08-27,2026-09-03,"Fuel blending, refining, and retail moved from rank #2 to #2 among subcategories at 24 months; return +107.1% to +116.1%."
category_performance,category,"Fuel blending, refining, and retail",,"Fuel blending, refining, and retail",3,1,1,0,0.375458257643,0.352894362256,-0.0225638953866,2026-08-27,2026-09-03,"Fuel blending, refining, and retail moved from rank #1 to #1 among subcategories at 3 months; return +37.5% to +35.3%."
category_performance,category,Grain origination and agribusiness,,Grain origination and agribusiness,12,4,3,1,0.309980176776,0.441386868843,0.131406692067,2026-08-27,2026-09-03,Grain origination and agribusiness moved from rank #4 to #3 among subcategories at 12 months; return +31.0% to +44.1%.
category_performance,category,Grain origination and agribusiness,,Grain origination and agribusiness,24,6,5,1,0.254589107464,0.350320877876,0.0957317704124,2026-08-27,2026-09-03,Grain origination and agribusiness moved from rank #6 to #5 among subcategories at 24 months; return +25.5% to +35.0%.
category_performance,category,Grain origination and agribusiness,,Grain origination and agribusiness,3,7,8,-1,-0.0219827082516,-0.0142587065917,0.00772400165995,2026-08-27,2026-09-03,Grain origination and agribusiness moved from rank #7 to #8 among subcategories at 3 months; return -2.2% to -1.4%.
category_performance,category,International ethanol,,International ethanol,12,8,8,0,-0.0744591863329,-0.0907916830065,-0.0163324966736,2026-08-27,2026-09-03,International ethanol moved from rank #8 to #8 among subcategories at 12 months; return -7.4% to -9.1%.
category_performance,category,International ethanol,,International ethanol,24,8,8,0,-0.439224238731,-0.401245320267,0.037978918464,2026-08-27,2026-09-03,International ethanol moved from rank #8 to #8 among subcategories at 24 months; return -43.9% to -40.1%.
