report_date,market_data_as_of,entity_type,category,ticker,name,horizon_months,price_return,rank,overall_rank,within_category_rank,market_cap,market_cap_coverage,price_date
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,ANDE,The Andersons,3,-0.0272939240159,2,30,2,2301165356.1,1,2026-09-02
2026-09-03,2026-09-02,stock,International ethanol,AGRO,Adecoagro,3,-0.0336341263331,2,31,2,1525335200.62,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,GATX,GATX,3,0.0539001139157,2,20,2,6219339017.28,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,NVZMY,Novonesis,3,0.130343007916,2,14,2,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",DAR,Darling Ingredients,3,0.0986190089358,2,18,2,10563327197,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CF,CF Industries,3,0.194425385935,3,8,3,18012264232.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",VLO,Valero Energy,3,0.400229489386,3,3,3,99697762645.9,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,BG,Bunge,3,-0.0650635415874,3,34,3,21901580022,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,CSX,CSX,3,0.0475882859604,3,21,3,93883428793.6,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,ADM,Archer Daniels Midland,3,0.0150992747592,3,24,3,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",INGR,Ingredion,3,0.0168483647175,3,23,3,6757305349.85,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",DE,Deere,3,0.18711859797,4,9,4,156733767078,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",PSX,Phillips 66,3,0.386668832575,4,5,4,96678777737.6,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,CP,Canadian Pacific Kansas City,3,0.00471274685817,4,25,4,83020241914.6,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,ANDE,The Andersons,3,-0.0272939240159,4,30,4,2301165356.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",ADM,Archer Daniels Midland,3,0.0150992747592,4,24,4,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",NTR,Nutrien,3,0.166836215666,5,10,5,33643310217,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",CVI,CVR Energy,3,0.208673613067,5,7,5,3689472983.3,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,GBX,Greenbrier,3,-0.0877080665813,5,36,5,1407755713,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,GPRE,Green Plains,3,-0.0430817610063,5,33,5,1123628107.84,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",TSN,Tyson Foods,3,-0.0224207391837,5,27,5,20597978527.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CTVA,Corteva,3,0.156426735219,6,12,6,52421589720,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",SUN,Sunoco LP,3,0.156850870553,6,11,6,14487140849.6,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,TRN,Trinity Industries,3,-0.127725856698,6,37,6,2359810175.32,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,REX,REX American Resources,3,-0.0751944684529,6,35,6,1444977688.66,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",MOS,Mosaic,3,0.10643776824,7,16,7,7066820210.58,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",CASY,Casey's General Stores,3,-0.0266084552888,7,29,7,30941658841.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",AGCO,AGCO,3,0.0591038287912,8,19,8,6969557670.08,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",MUSA,Murphy USA,3,-0.0400066401062,8,32,8,10444448379.3,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",BASFY,BASF,3,0.00272294077604,9,26,9,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",VMI,Valmont Industries,3,-0.152100010966,10,38,10,9349921875.14,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",YARIY,Yara International,3,-0.200576161325,11,39,11,,0,2026-08-12
2026-09-03,2026-09-02,stock,Advanced biofuels and SAF,NTOIY,Neste,12,0.796198521647,1,6,1,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",BAYRY,Bayer,12,0.715166461159,1,8,1,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",VLO,Valero Energy,12,1.35609473549,1,1,1,99697762645.9,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,ANDE,The Andersons,12,0.746367889682,1,7,1,2301165356.1,1,2026-09-02
2026-09-03,2026-09-02,stock,International ethanol,AGRO,Adecoagro,12,0.420989143546,1,15,1,1525335200.62,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,CSX,CSX,12,0.507125154895,1,12,1,93883428793.6,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,VLO,Valero Energy,12,1.35609473549,1,1,1,99697762645.9,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",DAR,Darling Ingredients,12,1.1197492163,1,3,1,10563327197,1,2026-09-02
2026-09-03,2026-09-02,stock,Advanced biofuels and SAF,CVX,Chevron,12,0.339870935088,2,22,2,403619489658,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CF,CF Industries,12,0.642916125988,2,9,2,18012264232.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",MPC,Marathon Petroleum,12,1.16201117318,2,2,2,101307533252,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,BG,Bunge,12,0.512495383479,2,10,2,21901580022,1,2026-09-02
2026-09-03,2026-09-02,stock,International ethanol,CSAN,Cosan,12,-0.402464065708,2,39,2,2504672704.64,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,UNP,Union Pacific,12,0.306502525253,2,23,2,179291985296,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,ANDE,The Andersons,12,0.746367889682,2,7,2,2301165356.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",ADM,Archer Daniels Midland,12,0.383344134802,2,21,2,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",DE,Deere,12,0.487412676776,3,13,3,156733767078,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",DINO,HF Sinclair,12,1.05662206709,3,4,3,16821907792.4,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,ADM,Archer Daniels Midland,12,0.383344134802,3,21,3,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,CP,Canadian Pacific Kansas City,12,0.167709963485,3,29,3,83020241914.6,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,GPRE,Green Plains,12,0.408796296296,3,17,3,1123628107.84,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",TSN,Tyson Foods,12,-0.00958296362023,3,34,3,20597978527.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",NTR,Nutrien,12,0.414054244452,4,16,4,33643310217,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",PSX,Phillips 66,12,0.96192446181,4,5,4,96678777737.6,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,GATX,GATX,12,0.050373468778,4,31,4,6219339017.28,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,REX,REX American Resources,12,0.387133365743,4,20,4,1444977688.66,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",JBS,JBS,12,-0.15003138732,4,36,4,45228750792.5,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",VMI,Valmont Industries,12,0.263089112146,5,24,5,9349921875.14,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",CASY,Casey's General Stores,12,0.508386709367,5,11,5,30941658841.1,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,TRN,Trinity Industries,12,0.00394406597347,5,33,5,2359810175.32,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,ADM,Archer Daniels Midland,12,0.383344134802,5,21,5,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",INGR,Ingredion,12,-0.197371509035,5,37,5,6757305349.85,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CTVA,Corteva,12,0.242851222545,6,25,6,52421589720,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",SUN,Sunoco LP,12,0.480813953488,6,14,6,14487140849.6,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,GBX,Greenbrier,12,-0.0670013094718,6,35,6,1407755713,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,NVZMY,Novonesis,12,0.0240637450199,6,32,6,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",YARIY,Yara International,12,0.238839285714,7,26,7,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",MUSA,Murphy USA,12,0.401826115061,7,18,7,10444448379.3,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CNH,CNH Industrial,12,0.216577540107,8,27,8,16547953475.8,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",CVI,CVR Energy,12,0.389446422791,8,19,8,3689472983.3,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",AGCO,AGCO,12,0.173707615342,9,28,9,6969557670.08,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",BASFY,BASF,12,0.129601226994,10,30,10,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",MOS,Mosaic,12,-0.211379626797,11,38,11,7066820210.58,1,2026-09-02
2026-09-03,2026-09-02,stock,Advanced biofuels and SAF,NTOIY,Neste,24,0.528301886792,1,16,1,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",BAYRY,Bayer,24,0.811174333668,1,7,1,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",VLO,Valero Energy,24,1.58958760699,1,1,1,99697762645.9,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,ANDE,The Andersons,24,0.443223443223,1,18,1,2301165356.1,1,2026-09-02
2026-09-03,2026-09-02,stock,International ethanol,AGRO,Adecoagro,24,0.0670289855072,1,30,1,1525335200.62,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,CSX,CSX,24,0.406882591093,1,22,1,93883428793.6,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,VLO,Valero Energy,24,1.58958760699,1,1,1,99697762645.9,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",DAR,Darling Ingredients,24,0.675836431227,1,13,1,10563327197,1,2026-09-02
2026-09-03,2026-09-02,stock,Advanced biofuels and SAF,CVX,Chevron,24,0.463984515415,2,17,2,403619489658,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",DE,Deere,24,0.810702896108,2,8,2,156733767078,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",DINO,HF Sinclair,24,1.23472397809,2,2,2,16821907792.4,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,ADM,Archer Daniels Midland,24,0.408446057407,2,21,2,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,International ethanol,CSAN,Cosan,24,-0.686422413793,2,38,2,2504672704.64,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,GATX,GATX,24,0.300340287025,2,24,2,6219339017.28,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,REX,REX American Resources,24,1.00374531835,2,5,2,1444977688.66,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",ADM,Archer Daniels Midland,24,0.408446057407,2,21,2,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CF,CF Industries,24,0.760460118822,3,9,3,18012264232.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",MPC,Marathon Petroleum,24,1.22644114601,3,3,3,101307533252,1,2026-09-02
2026-09-03,2026-09-02,stock,Grain origination and agribusiness,BG,Bunge,24,0.23726082578,3,25,3,21901580022,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,UNP,Union Pacific,24,0.135261157478,3,28,3,179291985296,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,ANDE,The Andersons,24,0.443223443223,3,18,3,2301165356.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",TSN,Tyson Foods,24,-0.138867458726,3,36,3,20597978527.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",NTR,Nutrien,24,0.728897502153,4,10,4,33643310217,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",CASY,Casey's General Stores,24,1.12326721515,4,4,4,30941658841.1,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,CP,Canadian Pacific Kansas City,24,0.0737498501019,4,29,4,83020241914.6,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,ADM,Archer Daniels Midland,24,0.408446057407,4,21,4,38923055923.1,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",INGR,Ingredion,24,-0.236038719285,4,37,4,6757305349.85,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",VMI,Valmont Industries,24,0.676980913823,5,12,5,9349921875.14,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",PSX,Phillips 66,24,0.896962962963,5,6,5,96678777737.6,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,GBX,Greenbrier,24,-0.0967673779844,5,34,5,1407755713,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,GPRE,Green Plains,24,0.165900383142,5,27,5,1123628107.84,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CTVA,Corteva,24,0.619039049847,6,14,6,52421589720,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",CVI,CVR Energy,24,0.710641689916,6,11,6,3689472983.3,1,2026-09-02
2026-09-03,2026-09-02,stock,Logistics,TRN,Trinity Industries,24,-0.128811449907,6,35,6,2359810175.32,1,2026-09-02
2026-09-03,2026-09-02,stock,U.S. ethanol and process technology,NVZMY,Novonesis,24,-0.061897810219,6,33,6,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",YARIY,Yara International,24,0.585714285714,7,15,7,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",SUN,Sunoco LP,24,0.438712106948,7,19,7,14487140849.6,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",AGCO,AGCO,24,0.438351498638,8,20,8,6969557670.08,1,2026-09-02
2026-09-03,2026-09-02,stock,"Fuel blending, refining, and retail",MUSA,Murphy USA,24,0.0209898581713,8,31,8,10444448379.3,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",CNH,CNH Industrial,24,0.352824578791,9,23,9,16547953475.8,1,2026-09-02
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",BASFY,BASF,24,0.20737704918,10,26,10,,0,2026-08-12
2026-09-03,2026-09-02,stock,"Crop inputs, equipment, and irrigation",MOS,Mosaic,24,-0.0608378870674,11,32,11,7066820210.58,1,2026-09-02
2026-09-03,2026-09-02,stock,"Wet milling, ingredients, and co-products",JBS,JBS,24,,,,,45228750792.5,0,2026-09-02
