report_date,market_data_as_of,entity_type,category,ticker,name,horizon_months,price_return,rank,overall_rank,within_category_rank,market_cap,market_cap_coverage,price_date
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,REX,REX American Resources,12,0.594964422551,4,11,4,1444977688.66,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",JBS,JBS,12,-0.0982817869416,4,34,4,45228750792.5,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",DE,Deere,12,0.206858277836,5,24,5,156733767078,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",CASY,Casey's General Stores,12,0.628899803918,5,10,5,30941658841.1,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,TRN,Trinity Industries,12,0,5,30,5,2359810175.32,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,ADM,Archer Daniels Midland,12,0.33283182882,5,17,5,38923055923.1,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",INGR,Ingredion,12,-0.188819390149,5,37,5,6757305349.85,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",NTR,Nutrien,12,0.181082981716,6,25,6,33643310217,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",SUN,Sunoco LP,12,0.442344406262,6,12,6,14487140849.6,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,GBX,Greenbrier,12,-0.0451396178879,6,33,6,1407755713,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,NVZMY,Novonesis,12,-0.0239975698663,6,31,6,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",BASFY,BASF,12,0.100896860987,7,27,7,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",MUSA,Murphy USA,12,0.385474718816,7,15,7,10444448379.3,1,2026-08-12
